Id;Name;City;Country;Code
8229;Maripasoula Airport;Maripasoula;French Guiana;MPY
8230;Saint-Laurent-du-Maroni Airport;Saint-Laurent-du-Maroni;French Guiana;LDX
8233;Kanas Airport;Burqin;China;KJI
8234;Capurganá Airport;Capurgana;Colombia;CPB
8235;Sohag International Airport;Sohag;Egypt;HMB
8236;Presidente General Don Oscar D. Gestido International Airport;Rivera;Uruguay;RVY
8237;Patos de Minas Airport;Patos de Minas;Brazil;POJ
8238;Bauru - Arealva Airport;Bauru;Brazil;JTC
8239;Ourilândia do Norte Airport;Ourilandia do Norte;Brazil;OIA
8240;Redenção Airport;Redencao;Brazil;RDC
8241;São Félix do Xingu Airport;Sao Felix do Xingu;Brazil;SXX
8242;Bonito Airport;Bointo;Brazil;BYO
8243;São Félix do Araguaia Airport;Sao Felix do Araguaia;Brazil;SXO
8244;Caçador Airport;Cacador;Brazil;CFC
8245;Carauari Airport;Carauari;Brazil;CAF
8246;Urucu Airport;Porto Urucu;Brazil;\N
8247;Eirunepé Airport;Eirunepe;Brazil;ERN
8248;Concórdia Airport;Concordia;Brazil;CCI
8249;Francisco Beltrão Airport;Francisco Beltrao;Brazil;FBE
8250;Confresa Airport;Confresa;Brazil;CFO
8252;Apalachicola Regional Airport;Apalachicola;United States;AAF
8253;Umuarama Airport;Umuarama;Brazil;UMU
8254;Diamantina Airport;Diamantina;Brazil;DTI
8255;Fonte Boa Airport;Fonte Boa;Brazil;FBA
8256;Senadora Eunice Micheles Airport;Sao Paulo de Olivenca;Brazil;OLC
8257;Humaitá Airport;Humaita;Brazil;HUW
8258;Tapuruquara Airport;Santa Isabel do Rio Negro;Brazil;IRZ
8259;Oriximiná Airport;Oriximina;Brazil;ORX
8260;Hotel Transamérica Airport;Una;Brazil;UNA
8265;Telfer Airport;Telfer;Australia;TEF
8266;Gazipaşa Airport;Alanya;Turkey;GZP
8267;Shank Air Base;Shank;Afghanistan;OAA
8273;Douglas Municipal Airport;Douglas;United States;\N
8274;St Lucie County International Airport;Fort Pierce;United States;FPR
8276;Taunton Municipal King Field;Taunton;United States;\N
8277;Plymouth Municipal Airport;Plymouth;United States;PYM
8278;Quonset State Airport;North Kingstown;United States;NCO
8280;Norwood Memorial Airport;Norwood;United States;OWD
8281;Westfield-Barnes Regional Airport;Westfield;United States;BAF
8282;Windham Airport;Willimantic;United States;\N
8283;Orange County Airport;Montgomery;United States;MGJ
8284;Capital City Airport;Harrisburg;United States;HAR
8285;Marshfield Municipal George Harlow Field;Marshfield;United States;\N
8286;Danbury Municipal Airport;Danbury;United States;DXR
8287;Boire Field;Nashua;United States;ASH
8288;Lawrence Municipal Airport;Lawrence;United States;LWM
8289;Waterbury Oxford Airport;Oxford;United States;OXC
8290;Fitchburg Municipal Airport;Fitchburg;United States;\N
8291;Earl L. Small Jr. Field/Stockmar Airport;Villa Rica;United States;\N
8292;Cartersville Airport;Cartersville;United States;\N
8293;Centre-Piedmont-Cherokee County Regional Airport;Centre;United States;\N
8294;Richard B Russell Airport;Rome;United States;RMG
8295;Northeast Alabama Regional Airport;Gadsden;United States;GAD
8296;Knoxville Downtown Island Airport;Knoxville;United States;\N
8297;Barrow County Airport;Winder;United States;WDR
8298;Plantation Airpark;Sylvania;United States;\N
8299;Dalton Municipal Airport;Dalton;United States;DNN
8300;West Georgia Regional O V Gray Field;Carrollton;United States;\N
8302;LaGrange Callaway Airport;LaGrange;United States;LGC
8303;Baldwin County Regional Airport;Milledgeville;United States;\N
8305;Harris County Airport;Pine Mountain;United States;PIM
8306;Peachtree City Falcon Field;Atlanta;United States;\N
8308;Lee Gilmer Memorial Airport;Gainesville;United States;GVL
8312;Harry Clever Field;New Philadelpha;United States;PHD
8313;Darlington County Airport;Darlington;United States;\N
8314;Hilton Head Airport;Hilton Head Island;United States;HHH
8318;Daniel Field;Augusta;United States;DNL
8319;Foothills Regional Airport;Morganton;United States;MRN
8320;Pike County-Hatcher Field;Pikeville;United States;PVL
8321;Mallards Landing Airport;Locust Grove;United States;\N
8322;Toccoa Airport - R.G. Letourneau Field;Toccoa;United States;TOC
8323;Compton Abbas Aerodrome;Shaftesbury;United Kingdom;\N
8328;Suprunovka Airport;Poltava;Ukraine;PLV
8331;Aweil Airport;Aweil;Sudan;\N
8332;Wau Airport;Wau;Sudan;WUU
8333;Humera Airport;Humera;Ethiopia;HUE
8334;Moyale Airport;Moyale;Kenya;OYL
8335;Zagora Airport;Zagora;Morocco;OZG
8336;Yengema Airport;Yengema;Sierra Leone;WYE
8337;Gbangbatok Airport;Gbangbatok;Sierra Leone;GBK
8340;Turukhansk Airport;Turukhansk;Russia;THX
8341;Podkamennaya Tunguska Airport;Bor;Russia;TGP
8342;Fort Worth Alliance Airport;Fort Worth;United States;AFW
8343;East Troy Municipal Airport;East Troy;United States;\N
8344;Kolpashevo Airport;Kolpashevo;Russia;\N
8347;Ali Al Salem Air Base;Kuwait;Kuwait;\N
8348;Renmark Airport;Renmark;Australia;RMK
8349;Leigh Creek Airport;Leigh Creek;Australia;LGH
8350;Warburton Airport;Warburton Community;Australia;\N
8351;Cunderdin Airport;Cunderdin;Australia;\N
8352;Rottnest Island Airport;Rottnest Island;Australia;RTS
8353;Forrest Airport;Forrest;Australia;FOS
8354;Ballarat Airport;Ballarat;Australia;\N
8355;Keewaywin Airport;Keewaywin;Canada;KEW
8356;Marathon Airport;Marathon;Canada;YSP
8357;Hearst René Fontaine Municipal Airport;Hearst;Canada;YHF
8358;Hornepayne Municipal Airport;Hornepayne;Canada;YHN
8359;Kirkland Lake Airport;Kirkland Lake;Canada;YKX
8360;Manitouwadge Airport;Manitouwadge;Canada;YMG
8361;Wawa Airport;Wawa;Canada;YXZ
8362;Manitoulin East Municipal Airport;Manitowaning;Canada;YEM
8363;Slate Falls Airport;Slate Falls;Canada;\N
8364;Collingwood Airport;Collingwood;Canada;\N
8365;Brantford Municipal Airport;Brantford;Canada;\N
8366;Lawrence Municipal Airport;Lawrence;United States;LWC
8367;Wellington Municipal Airport;Wellington;United States;\N
8379;Pompano Beach Airpark;Pompano Beach;United States;PPM
8380;Mallacoota Airport;Mallacoota;Australia;XMC
8381;Majeed Bin Abdulaziz Airport;Al-Ula;Saudi Arabia;ULH
8394;Shelby County Airport;Alabaster;United States;\N
8395;Yuendumu Airport;Yuendumu ;Australia;YUE
8397;Sky Ranch At Carefree Airport;Carefree;United States;\N
8401;Lombok International Airport;Praya;Indonesia;LOP
8403;One Hundred Mile House Airport;One Hundred Mile House;Canada;\N
8404;South Cariboo Region / 108 Mile Airport;108 Mile Ranch;Canada;ZMH
8405;Glasgow City Heliport;Glasgow;United Kingdom;\N
8406;Yarram Airport;Yarram;Australia;\N
8407;Handan Airport;Handan;China;HDG
8409;Indianapolis Metropolitan Airport;Indianapolis;United States;\N
8410;London-Corbin Airport/Magee Field;London;United States;LOZ
8412;Simmons Army Air Field;Fredericksburg;United States;FBG
8414;Modlin Airport;Warsaw;Poland;WMI
8417;Jixi Xingkaihu Airport;Jixi;China;JXA
8419;Jeongseok Airport;Seogwipo;South Korea;JDG
8423;Gimli Industrial Park Airport;Gimli;Canada;YGM
8426;Matheson Island Airport;Matheson Island;Canada;\N
8427;Tura Mountain Airport;Tura;Russia;\N
8428;Beloyarskiy Airport;Beloyarsky;Russia;EYK
8430;John H Batten Airport;Racine;United States;RAC
8431;Cesar Lim Rodriguez Airport;Taytay;Philippines;RZP
8432;Gera-Leumnitz Airfield;Gera;Germany;\N
8435;Kasimovo Airfield;Saint-Petersburg;Russia;\N
8438;Terlet Glider Field;Arnhem;Netherlands;\N
8442;Shigatse Air Base;Shigatse;China;RKZ
8443;Redlands Municipal Airport;Redlands;United States;\N
8445;Flabob Airport;Riverside;United States;\N
8446;Tacoma Narrows Airport;Tacoma;United States;TIW
8459;Oerlinghausen Airport;TELGTE;Germany;\N
8460;Jack Edwards Airport;Gulf Shores;United States;GUF
8461;General Villamil Airport;Isabela;Ecuador;IBB
8462;Balzers Heliport;Balzers;Switzerland;\N
8467;Flugplatz Punitz;Punitz-Guessing;Austria;\N
8468;Khmelnytskyi Airport;Khmeinitskiy;Ukraine;HMJ
8469;Hiroshimanishi Airport;Hiroshima;Japan;HIW
8472;Yalata Mission Airport;Yalata;Australia;KYI
8473;Hazleton Municipal Airport;Hazleton;United States;HZL
8474;Greater Cumberland Regional Airport;Cumberland;United States;CBE
8475;Sugar Loaf Shores Airport;Key West;United States;\N
8476;Wyndham Airport;Wyndham;Australia;WYN
8477;Bob Quinn Lake Airport;Bob Quinn Lake;Canada;YBO
8480;Msembe Airport;Msembe;Tanzania;\N
8482;Grabtsevo Airport;Kaluga;Russia;KLF
8493;Tri-County Regional Airport;Lone Rock;United States;LNR
8494;Price County Airport;Phillips;United States;\N
8495;Monroe Municipal Airport;Monroe;United States;\N
8496;Joliet Regional Airport;Joliet;United States;JOT
8497;Illinois Valley Regional Airport-Walter A Duncan Field;Peru;United States;VYS
8499;Jackson County Reynolds Field;Jackson;United States;JXN
8500;Fuerstenwalde Airport;Furstenwalde;Germany;\N
8501;Eberswalde-Finow Airport;Eberswalde;Germany;\N
8502;Joseph A. Hardy Connellsville Airport;Connellsville;United States;\N
8503;Bedford County Airport;Bedford;United States;\N
8504;Wings Field;Philadelphia;United States;BBX
8505;Okeechobee County Airport;Okeechobee;United States;OBE
8506;Sebring Regional Airport;Sebring;United States;SEF
8507;Avon Park Executive Airport;Avon Park;United States;AVO
8508;Winter Haven Regional Airport - Gilbert Field;Winter Haven;United States;GIF
8509;Zephyrhills Municipal Airport;Zephyrhills;United States;ZPH
8510;Ocala International Airport - Jim Taylor Field;Ocala;United States;OCF
8511;Jesup Wayne County Airport;Jesup;United States;\N
8512;Madison Municipal Airport;Madison;United States;\N
8513;Newnan Coweta County Airport;Newnan;United States;\N
8514;Thomson-McDuffie County Airport;Thomson;United States;\N
8515;Aiken Regional Airport;Aiken;United States;AIK
8516;Woodward Field;Camden;United States;CDN
8517;Lumberton Regional Airport;Lumberton;United States;LBT
8519;Moore County Airport;Pinehurst-Southern Pines;United States;SOP
8520;Richmond County Airport;Rockingham;United States;\N
8524;Baraboo Wisconsin Dells Airport;Baraboo;United States;\N
8526;Statesville Regional Airport;Statesville;United States;SVH
8528;Burlington Municipal Airport;Burlington;United States;\N
8532;William T. Piper Memorial Airport;Lock Haven;United States;LHV
8538;Zelienople Municipal Airport;Zelienople;United States;\N
8542;Lorain County Regional Airport;Lorain-Elyria;United States;\N
8544;Burke Lakefront Airport;Cleveland;United States;BKL
8545;Chautauqua County-Dunkirk Airport;Dunkirk;United States;DKK
8548;South Jersey Regional Airport;Mount Holly;United States;LLY
8550;Linden Airport;Linden;United States;LDJ
8553;Tri State Steuben County Airport;Angola;United States;ANQ
8555;Warsaw Municipal Airport;Warsaw;United States;\N
8556;Van Wert County Airport;Van Wert;United States;\N
8559;Brooks Field;Marshall;United States;\N
8560;Genesee County Airport;Batavia;United States;\N
8565;Clearwater Air Park;Clearwater;United States;CLW
8577;Orlampa Inc Airport;Forties Alpha;United Kingdom;\N
8593;Chicago Meigs Airport;Chicago;United States;CGX
8601;Pickens County Airport;Jasper;United States;\N
8603;Saarmund Airport;Saarmund;Germany;\N
8604;Grand Strand Airport;North Myrtle Beach;United States;CRE
8606;Lansing Municipal Airport;Lansing;United States;\N
8608;Ramona Airport;Ramona;United States;\N
8609;Pont Sur Yonne Airfield;Pont Sur Yonne;France;\N
8610;St Florentin Cheu Airfield;St Florentin Cheu;France;\N
8611;Saulieu Liernais Airfield;Saulieu;France;\N
8612;Olten Airport;Olten;Switzerland;\N
8613;Buochs Airport;Buochs;Switzerland;BXO
8614;Ambri Airport;Quinto;Switzerland;\N
8615;Lodrino Air Base;Lodrino;Switzerland;\N
8616;Roudnice Airport;Roudnice nad Lebem;Czech Republic;\N
8617;Usti Nad Labem Airfield;Usti Nad Labem;Czech Republic;\N
8618;Mauterndorf Airport;Mauterndorf;Austria;\N
8619;Nötsch Im Gailtal Airport;Notsch Im Gailtal;Austria;\N
8620;Sinsheim Airfield;Karlsruhe;Germany;\N
8621;Weinheim/Bergstraße Airport;Weinheim;Germany;\N
8622;Meaux Esbly Airport;Meaux;France;\N
8623;Château-Thierry - Belleau Airfield;Chateau-Thierry;France;\N
8624;Branch County Memorial Airport;Coldwater;United States;\N
8625;Wilkes Barre Wyoming Valley Airport;Wilkes-Barre;United States;WBW
8626;Willoughby Lost Nation Municipal Airport;Willoughby;United States;LNN
8627;Taoyuan Air Base;Taoyuan;Taiwan;\N
8628;Uummannaq Heliport;Uummannaq;Greenland;UMD
8630;Bayannur Tianjitai Airport;Bayannur;China;RLK
8631;Capital City Airport;Frankfort;United States;FFT
8632;Auburn Lewiston Municipal Airport;Lewiston;United States;LEW
8633;Inowroclaw Military Air Base;Inowroclaw;Poland;\N
8634;Pruszcz Gdanski Air Base;Pruszcz Gdansk;Poland;\N
8639;Bloyer Field;Tomah;United States;\N
8641;Marco Island Executive Airport;Marco Island Airport;United States;MRK
8644;Drummond Island Airport;Drummond Island;United States;DRE
8646;Gladwin Zettel Memorial Airport;Gladwin;United States;GDW
8648;South Haven Area Regional Airport;South Haven;United States;\N
8653;Marshfield Municipal Airport;Marshfield;United States;MFI
8654;Alexander Field South Wood County Airport;Wisconsin Rapids;United States;ISW
8655;Clinton Municipal Airport;Clinton;United States;CWI
8658;Beverly Municipal Airport;Beverly;United States;BVY
8660;Nagaur Airport;Nagaur;India;\N
8661;Ostafyevo International Airport;Moscow;Russia;OSF
8663;Trois-Rivières Airport;Trois Rivieres;Canada;YRQ
8664;Poplar Bluff Municipal Airport;Poplar Bluff;United States;POF
8665;Somerset Airport;Somerville;United States;\N
8666;Eastport Municipal Airport;Eastport;United States;\N
8667;Keokuk Municipal Airport;Keokuk;United States;EOK
8669;Perth/Scone Airport;Perth;United Kingdom;PSL
8670;Caernarfon Airport;Caernarfon;United Kingdom;\N
8671;Grefrath-Niershorst Airport;Grefrath;Germany;\N
8681;St Paul Downtown Holman Field;St. Paul;United States;STP
8682;Söderhamn Airport;Soderhamn;Sweden;SOO
8683;Newcastle Aerodrome;Newcastle;Ireland;\N
8684;Saravane Airport;Saravane;Laos;VNA
8689;Segeletz Airport;Segeletz;Germany;\N
8690;Fuentemilanos Airport;Segovia;Spain;\N
8691;Akeno Airport;Akeno;Japan;\N
8692;Ust-Kamchatsk Airport;Ust Kamchatsk;Russia;\N
8693;Oconomowoc Airport;Oconomowoc;United States;\N
8694;Kozyrevsk Airport;Kozyrevsk;Russia;\N
8695;Dikson Airport;Dikson;Russia;DKS
8696;Beverley Airport;Mine Site;Australia;\N
8698;Bantry Aerodrome;Bantry;Ireland;BYT
8700;Aliwal North Airport;Aliwal North;South Africa;\N
8701;Alkantpan Copper Airport;Alkantpan;South Africa;\N
8702;Alldays Airport;Alldays;South Africa;ADY
8703;Bredasdorp Airport;Barberton;South Africa;\N
8706;Butler Co Regional Airport - Hogan Field;Hamilton;United States;HAO
8707;Bungoma Airport;Bungoma;Kenya;\N
8708;Bura East Airport;Bura;Kenya;\N
8709;Busia Airport;Busia;Kenya;\N
8710;Embu Airport;Embu;Kenya;\N
8711;Garba Tula Airport;Garba Tula;Kenya;\N
8712;Garissa Airport;Garissa;Kenya;GAS
8713;Hola Airport;Hola;Kenya;HOA
8714;Homa Bay Airport;Homa Bay;Kenya;\N
8715;Isiolo Airport;Isiolo;Kenya;\N
8717;Kericho Airport;Kericho;Kenya;KEY
8718;Kilaguni Airport;Kilaguni;Kenya;ILU
8721;Antsirabe Airport;Antsirabe;Madagascar;ATJ
8722;Bekily Airport;Bekily;Madagascar;OVA
8723;Ust-Tsylma Airport;Ust-Tsylma;Russia;UTS
8740;Gorno-Altaysk Airport;Gorno-Altaysk;Russia;RGK
8742;Fond du Lac County Airport;Fond du Lac;United States;FLD
8743;Waupaca Municipal Airport;Waupaca;United States;\N
8744;Stevens Point Municipal Airport;Stevens Point;United States;STE
8745;Mys Shmidta Airport;Mys Shmidta;Russia;\N
8746;Moma Airport;Honuu;Russia;MQJ
8747;Luce County Airport;Newberry;United States;\N
8750;Peenemünde Airport;Peenemunde;Germany;PEF
8751;Góraszka Airport;Goraszka;Poland;\N
8752;Nusawiru Airport;Nusawiru;Indonesia;CJN
8759;Galion Municipal Airport;Galion;United States;GQQ
8761;Tiputini Airport;Tiputini;Ecuador;TPN
8762;Rio Amazonas Airport;Pastaza;Ecuador;PTZ
8763;Clarksville–Montgomery County Regional Airport;Clarksville;United States;CKV
8771;Lompoc Airport;Lompoc;United States;LPC
8772;Chester County G O Carlson Airport;Coatesville;United States;CTH
8773;Bost Airport;Lashkar Gah;Afghanistan;BST
8774;Lankaran International Airport;Lankaran;Azerbaijan;LLK
8775;Gabala International Airport;Qabala;Azerbaijan;GBB
8776;Zaqatala International Airport;Zaqatala;Azerbaijan;ZTU
8777;Lake Placid Airport;Lake Placid;United States;LKP
8779;Typliy Klyuch Airport;Khandyga;Russia;KDY
8780;Magan Airport;Yakutsk;Russia;GYG
8781;Qianjiang Wulingshan Airport;Qianjiang;China;JIQ
8782;Cooma Hospital Helipad;Yuzhno-Kurilsk;Russia;\N
8784;Lima Allen County Airport;Lima;United States;AOH
8785;Sondok Airport;Hamhung;North Korea;DSO
8789;Malcolm McKinnon Airport;Brunswick;United States;SSI
8790;Beaver County Airport;Beaver Falls;United States;BFP
8792;Georgetown County Airport;Georgetown;United States;GGE
8793;Hardwick Field;Cleveland;United States;HDI
8796;Renton Municipal Airport;Renton;United States;RNT
8798;Brackett Field;La Verne;United States;POC
8801;Cross City Airport;Cross City;United States;CTY
8802;Oconee County Regional Airport;Clemson;United States;CEU
8804;Beech Factory Airport;Wichita;United States;BEC
8807;Tabing Airport;Padang;Indonesia;\N
8808;Tom B. David Field;Calhoun;United States;\N
8809;Habersham County Airport;Cornelia;United States;\N
8811;Georgetown Municipal Airport;Georgetown;United States;\N
8812;Old Rhinebeck Airport;Rhinebeck;United States;\N
8813;Duxford Aerodrome;Duxford;United Kingdom;QFO
8815;Sidney Municipal-Lloyd W Carr Field;Sidney;United States;SNY
8816;Newnan Hospital Heliport;Bengassi;Mali;\N
8820;Great Keppel Is Airport;Great Keppel Island;Australia;GKL
8821;Roper Bar Airport;Roper Bar;Australia;RPB
8822;Mount Garnet Airport;Mount Garnet;Australia;\N
8823;Innisfail Airport;Innisfail;Australia;IFL
8824;Kalaeloa Airport;Kapolei;United States;JRF
8825;Bamiyan Airport;Bamyan;Afghanistan;BIN
8826;Changbaishan Airport;Baishan;China;NBS
8830;Orang Airport;Chongjin;North Korea;RGO
8831;Moomba Airport;Moomba;Australia;MOO
8832;Lublin Airport;Lublin;Poland;LUZ
8833;Iosco County Airport;East Tawas;United States;ECA
8834;Madison County Executive Airport-Tom Sharp Jr Field;Huntsville;United States;\N
8835;Leesburg Executive Airport;Leesburg;United States;\N
8838;Anoka County-Blaine (Janes Field) Airport;Anoka;United States;\N
8839;Robinson Crusoe Airport;San Juan Bautista;Chile;\N
8840;Villa Airport;Maamigili;Maldives;VAM
8845;Lingling Airport;Yongzhou;China;LLF
8846;Lošinj Island Airport;Mali Losinj;Croatia;LSZ
8847;Onslow Airport;Onslow;Australia;ONS
8848;Theodore Airport;Theodore;Australia;TDR
8850;Williamson Sodus Airport;Williamson;United States;\N
8853;Fairoaks Airport;Fairoaks;United Kingdom;\N
8854;Boulder Municipal Airport;Boulder;United States;WBU
8855;Neustadt-Glewe Airport;Neustadt-Glewe;Germany;\N
8859;Goetsenhoven Air Base;GOETSENHOVEN;Belgium;\N
8860;Tutow Airport;Wildenrath;Germany;\N
8861;Bremgarten Airport;Bremgarten;Germany;\N
8862;Bitburg Airport;Birburg;Germany;BBJ
8864;Palo Alto Airport of Santa Clara County;Palo Alto;United States;PAO
8866;Ust-Nera Airport;Ust-Nera;Russia;USR
8867;Letiště Vysoké Mýto;Vysoke Myto;Czech Republic;\N
8868;Spa (la Sauvenière) Airfield;Spa;Belgium;\N
8869;Falcon Field;Mesa;United States;MSC
8870;Coolidge Municipal Airport;Cooldige;United States;\N
8871;Cottonwood Airport;Cottonwood;United States;\N
8872;Namur-Suarlée Airfield;Namur;Belgium;\N
8873;Kiewit Airfield Hasselt;Hasselt;Belgium;\N
8874;Ak-Chin Regional Airport;Phoenix;United States;\N
8875;Wickenburg Municipal Airport;Wickenburg;United States;\N
8876;Yangzhou Taizhou Airport;Yangzhou;China;YTY
8877;Oakland County International Airport;Pontiac;United States;PTK
8880;Kissidougou Airport;Kissidougou;Guinea;KSI
8888;Dillant Hopkins Airport;Keene;United States;EEN
8889;Tianshui Maijishan Airport;Tianshui;China;THQ
8890;Kawama Airport;Kawama;Cuba;VRO
8892;Kooddoo Airport;Kooddoo;Maldives;GKK
8893;Glasgow Industrial Airport;Glasgow;United States;\N
8894;Rochester Airport;Rochester;United Kingdom;RCS
8914;Termas de Río Hondo international Airport;Rio Hondo;Argentina;RHD
8918;Keetmanshoop Airport;Keetmanshoop;Namibia;KMP
8921;Kangding Airport;Kangding;China;KGT
8924;Velikiy Ustyug Airport;Veliky Ustyug;Russia;VUS
8925;Iowa City Municipal Airport;Iowa City;United States;IOW
8926;Turpan Jiaohe Airport;Turpan;China;TLQ
8927;Lorenzo Airport;Morro de Sao Paulo;Brazil;\N
8928;Windom Municipal Airport;Windom;United States;\N
8931;Longview Ranch Airport;Longview;United States;\N
8932;Rothera Research Station;Rothera Research Station;United Kingdom;\N
8933;Sortavala Airport;Sortavala;Russia;\N
8935;Lee Airport;Annapolis;United States;ANP
8943;Cuamba Airport;Cuamba;Mozambique;FXO
8944;Bodaybo Airport;Bodaibo;Russia;ODO
8946;Zhytomyr Airport;Zhytomyr;Ukraine;ZTR
8948;Paluknys Airport;Paluknys;Lithuania;\N
8949;Mattala Rajapaksa International Airport;Mattala;Sri Lanka;HRI
8950;Pecos Municipal Airport;Pecos;United States;PEQ
8951;Hattiesburg Bobby L Chain Municipal Airport;Hattiesburg;United States;HBG
8952;Botucatu - Tancredo de Almeida Neves Airport;Botucatu;Brazil;QCJ
8953;Base Aérea Airport;Anapolis;Brazil;\N
8954;Mário Pereira Lopes–São Carlos Airport;Sao Carlos;Brazil;QSC
8958;Chan Gurney Municipal Airport;Yankton;United States;YKN
8961;Sir Bani Yas Airport;Sir Bani Yas Island;United Arab Emirates;XSB
8963;Bromont (Roland Desourdy) Airport;Bromont;Canada;ZBM
8965;Beccles Airport;Beccles;United Kingdom;\N
8966;Kratie Airport;Kratie;Cambodia;KTI
8967;Caldera Airport;Caldera;Chile;\N
8968;San Pedro de Atacama Airport;San Pedro de Atacama;Chile;\N
8969;Copacabana Airport;Copacabana;Bolivia;\N
8971;Guyuan Liupanshan Airport;Guyuan;China;GYU
8972;RAF Brawdy;Brawdy;United Kingdom;\N
8974;Changhai Airport;Changhai;China;CNI
8975;Redhill Aerodrome;Redhill;United Kingdom;KRH
8979;Jiagedaqi Airport;Jiagedaqi District;China;JGD
8980;Chinchilla Airport;Chinchilla;Australia;CCL
8982;Hayward Executive Airport;Hayward;United States;HWD
8983;Motueka Airport;Motueka;New Zealand;MZP
8984;Shute Harbour Airport;Shute Harbour;Australia;JHQ
8985;Enstone Aerodrome;Enstone;United Kingdom;\N
8989;Ann Arbor Municipal Airport;Ann Arbor;United States;ARB
8994;Shepparton Airport;Shepparton;Australia;SHT
8995;Temora Airport;Temora;Australia;TEM
8996;Gayndah Airport;Gayndah;Australia;GAH
8998;Wilcannia Airport;Wilcannia;Australia;WIO
9001;Ivanhoe Airport;Ivanhoe;Australia;\N
9002;Menindee Airport;Menindee;Australia;\N
9004;Pooncarie Airport;Pooncarie;Australia;\N
9006;Tilpa Airport;Tilpa;Australia;\N
9008;Reichenbach Air Base;Reichenbach im Kandertal;Switzerland;\N
9025;Bijie Feixiong Airport;Bijie;China;BFJ
9026;Lensk Airport;Lensk;Russia;ULK
9042;Kavalerovo Airport;Kavalerovo;Russia;KVR
9043;Iğdır Airport;Igdir;Turkey;IGD
9044;Şanlıurfa GAP Airport;Sanliurfa;Turkey;GNY
9045;Zafer Airport;Kutahya;Turkey;KZR
9048;Velikiye Luki Airport;Velikiye Luki;Russia;VLU
9053;Yelahanka Air Force Station;Bangalore;India;\N
9054;Yeltsovka Airport;Novosibirsk;Russia;\N
9062;Kodinsk Airport;Kodinsk;Russia;\N
9065;Lake Macquarie Airport;Lake Macquarie;Australia;BEO
9066;Henry County Airport;Hampton;United States;\N
9068;Brampton Island Airport;Brampton Island;Australia;BMP
9071;Alameda Naval Air Station;Alameda;United States;NGZ
9075;Endelave Flyveplads;Endelage;Denmark;\N
9076;St. Johann In Tirol Airport;St. Johann in Tirol;Austria;\N
9079;Thalmässing-Waizenhofen Airport;Thalmaessing;Germany;\N
9088;Cochrane Airport;Cochrane;Canada;YCN
9089;Estadual Arthur Siqueira Airport;Braganca Paulista;Brazil;BJP
9090;Busselton Regional Airport;Brusselton;Australia;BQB
9091;Srednekolymsk Airport;Srednekolymsk;Russia;SEK
9093;Comarapa Airport;Salt Lake City;United States;\N
9095;Inverell Airport;Inverell;Australia;IVR
9096;Glen Innes Airport;Glen Innes;Australia;GLI
9100;Ansbach-Petersdorf Airport;Ansbach;Germany;\N
9102;Immokalee Regional Airport;Immokalee ;United States;IMM
9103;Maranggo Airport;Sulawesi Tenggara;Indonesia;TQQ
9104;Rancho San Simeon Airport;Cambria;United States;\N
9107;Yichun Mingyueshan Airport;Yichun;China;YIC
9120;Dinwiddie County Airport;Petersburg;United States;PTB
9123;Kasongo Airport;Kasongo;Congo (Kinshasa);\N
9124;McMurdo Station Pegasus Field;McMurdo Station;Antarctica;\N
9125;Klatovy Airport;Klatovy;Czech Republic;\N
9126;Sheboygan County Memorial Airport;Sheboygan;United States;SBM
9127;Fortescue - Dave Forrest Aerodrome;Cloudbreak;Australia;KFE
9129;Kangel Danda Airport;Kangel Danda;Nepal;\N
9132;Bajura Airport;Bajura;Nepal;BJU
9134;Chara Airport;Chara;Russia;\N
9136;Herning Airport;Herning;Denmark;\N
9137;Oberschleißheim Airfield;Schleissheim;Germany;\N
9138;Pinal Airpark;Marana;United States;MZJ
9139;Glendale Municipal Airport;Glendale;United States;\N
9140;Safford Regional Airport;Safford;United States;SAD
9141;Verden-Scharnhorst Airfield;Verden;Germany;\N
9146;Solomon Airport;Solomon;Australia;SLJ
9147;Nittenau-Bruck Airport;Nittenau;Germany;\N
9148;Kerama Airport;Kerama;Japan;KJP
9149;Americana Airport;Americana;Brazil;\N
9156;Ekibastuz Airport;Ekibastuz;Kazakhstan;EKB
9162;Adamovka;Adamovka;Russia;\N
9163;Kvarkeno;Kvarkeno;Russia;\N
9164;Sikeston Memorial Municipal Airport;Sikeston;United States;SIK
9175;Tetiaroa Airport;Tetiaroa;French Polynesia;TTI
9178;Floyd Bennett Memorial Airport;Queensbury;United States;GFL
9179;Saratoga County Airport;Ballston Spa;United States;\N
9182;Crystal River Airport;Crystal River;United States;\N
9183;Martin State Airport;Baltimore;United States;MTN
9184;Lincoln Regional Karl Harder Field;Lincoln;United States;\N
9185;Fostoria Metropolitan Airport;Fostoria;United States;\N
9186;Eastern Slopes Regional Airport;Fryeburg;United States;FRY
9187;Coral Creek Airport;Placida;United States;\N
9188;Lakefront Airport;New Orleans;United States;NEW
9189;Coeur D'Alene - Pappy Boyington Field;Coeur d'Alene;United States;COE
9190;Beaumont Municipal Airport;Beaumont;United States;BMT
9191;Vermilion Regional Airport;Danville;United States;DNV
9193;Coonabarabran Airport;Coonabarabran;Australia;COJ
9199;Space Coast Regional Airport;Titusville;United States;TIX
9205;Bumi Airport;Bumi Hills;Zimbabwe;BZH
9207;Warnervale Airport;Warnervale Airport;Australia;\N
